Start,Finish,Distance (mi),Steps (count)
14-Nov-2017 00:00,15-Nov-2017 00:00,1.58419828203308,3315.0
15-Nov-2017 00:00,16-Nov-2017 00:00,2.14915518372804,4522.0
16-Nov-2017 00:00,17-Nov-2017 00:00,2.54864715064288,5376.0
17-Nov-2017 00:00,18-Nov-2017 00:00,3.33422810785141,7664.0
18-Nov-2017 00:00,19-Nov-2017 00:00,1.72780959198377,3993.0
19-Nov-2017 00:00,20-Nov-2017 00:00,1.27612244492128,3121.0
20-Nov-2017 00:00,21-Nov-2017 00:00,1.69341207815185,3552.07250446151
21-Nov-2017 00:00,22-Nov-2017 00:00,1.81764652046375,4587.92749553849
22-Nov-2017 00:00,23-Nov-2017 00:00,1.20251481348952,2602.0
23-Nov-2017 00:00,24-Nov-2017 00:00,1.50157455460109,3492.0
24-Nov-2017 00:00,25-Nov-2017 00:00,2.64598494790268,6482.0
25-Nov-2017 00:00,26-Nov-2017 00:00,0.762403811738629,1688.0
26-Nov-2017 00:00,27-Nov-2017 00:00,1.7973845243777,3911.0
27-Nov-2017 00:00,28-Nov-2017 00:00,1.66857427622687,3849.0
28-Nov-2017 00:00,29-Nov-2017 00:00,1.7986707627461,3737.0
29-Nov-2017 00:00,30-Nov-2017 00:00,3.26383296547971,7744.0
30-Nov-2017 00:00,01-Dec-2017 00:00,3.41957344110476,7942.0
01-Dec-2017 00:00,02-Dec-2017 00:00,1.60526897916158,3740.0
02-Dec-2017 00:00,03-Dec-2017 00:00,2.4691178517472,5355.0
03-Dec-2017 00:00,04-Dec-2017 00:00,1.17476437604432,2507.0
04-Dec-2017 00:00,05-Dec-2017 00:00,0.842486130993962,1957.0
05-Dec-2017 00:00,06-Dec-2017 00:00,1.91329510657861,4187.0
06-Dec-2017 00:00,07-Dec-2017 00:00,2.35985594130341,5281.0
07-Dec-2017 00:00,08-Dec-2017 00:00,1.45299575479331,3479.0
08-Dec-2017 00:00,09-Dec-2017 00:00,1.7233667879589,3847.0
09-Dec-2017 00:00,10-Dec-2017 00:00,2.31576965521608,4899.0
10-Dec-2017 00:00,11-Dec-2017 00:00,1.89004961027519,4300.0
11-Dec-2017 00:00,12-Dec-2017 00:00,1.86983640539357,4422.0
12-Dec-2017 00:00,13-Dec-2017 00:00,1.53054909329475,3441.0
13-Dec-2017 00:00,14-Dec-2017 00:00,1.0401380935338,2251.0
14-Dec-2017 00:00,15-Dec-2017 00:00,0.788768591425869,1704.0
15-Dec-2017 00:00,16-Dec-2017 00:00,0.984239541080081,2237.0
16-Dec-2017 00:00,17-Dec-2017 00:00,3.11180207587852,6517.0
17-Dec-2017 00:00,18-Dec-2017 00:00,0.638371908056577,1384.0
18-Dec-2017 00:00,19-Dec-2017 00:00,4.08910090075763,8593.0
19-Dec-2017 00:00,20-Dec-2017 00:00,2.3589673804958,5375.0
20-Dec-2017 00:00,21-Dec-2017 00:00,4.2304939155232,9335.0
21-Dec-2017 00:00,22-Dec-2017 00:00,0.969009733156891,2082.0
22-Dec-2017 00:00,23-Dec-2017 00:00,2.60404239242333,5664.0
23-Dec-2017 00:00,24-Dec-2017 00:00,3.61606163207564,7485.0
24-Dec-2017 00:00,25-Dec-2017 00:00,0.0348154279009305,78.0
25-Dec-2017 00:00,26-Dec-2017 00:00,0.0379906346933269,84.0
26-Dec-2017 00:00,27-Dec-2017 00:00,0.140057066730093,327.0
27-Dec-2017 00:00,28-Dec-2017 00:00,0.544756124232416,1180.0
28-Dec-2017 00:00,29-Dec-2017 00:00,0.015260876481239,35.0
29-Dec-2017 00:00,30-Dec-2017 00:00,0.0214248787080424,48.0
30-Dec-2017 00:00,31-Dec-2017 00:00,0.0,0.0
31-Dec-2017 00:00,01-Jan-2018 00:00,1.72453496579531,3755.0
01-Jan-2018 00:00,02-Jan-2018 00:00,0.0,0.0
02-Jan-2018 00:00,03-Jan-2018 00:00,1.9639306450328,4203.0
03-Jan-2018 00:00,04-Jan-2018 00:00,1.78521807643075,3948.0
04-Jan-2018 00:00,05-Jan-2018 00:00,1.78828143640873,3799.0
05-Jan-2018 00:00,06-Jan-2018 00:00,2.29185307802919,4908.0
06-Jan-2018 00:00,07-Jan-2018 00:00,0.868409737133146,1904.0
07-Jan-2018 00:00,08-Jan-2018 00:00,0.0,0.0
08-Jan-2018 00:00,09-Jan-2018 00:00,1.00746018253174,2275.0
09-Jan-2018 00:00,10-Jan-2018 00:00,0.786419808317025,1777.0
10-Jan-2018 00:00,11-Jan-2018 00:00,0.683172771015066,1459.0
11-Jan-2018 00:00,12-Jan-2018 00:00,1.10338125347836,2362.0
12-Jan-2018 00:00,13-Jan-2018 00:00,2.07735574245717,4653.0
13-Jan-2018 00:00,14-Jan-2018 00:00,3.05695037612183,6984.0
14-Jan-2018 00:00,15-Jan-2018 00:00,2.18280243378054,4531.0
15-Jan-2018 00:00,16-Jan-2018 00:00,4.43982765648783,8978.0
16-Jan-2018 00:00,17-Jan-2018 00:00,3.45007033922076,7693.0
17-Jan-2018 00:00,18-Jan-2018 00:00,2.39744889843522,5303.0
18-Jan-2018 00:00,19-Jan-2018 00:00,2.82047840610391,6308.0
19-Jan-2018 00:00,20-Jan-2018 00:00,3.66766210331564,8080.0
20-Jan-2018 00:00,21-Jan-2018 00:00,0.740444553804981,1632.0
21-Jan-2018 00:00,22-Jan-2018 00:00,2.30168389945778,4678.0
22-Jan-2018 00:00,23-Jan-2018 00:00,2.86745406824174,6073.0
23-Jan-2018 00:00,24-Jan-2018 00:00,2.67210117911286,5615.0
24-Jan-2018 00:00,25-Jan-2018 00:00,3.11712722699423,7071.0
25-Jan-2018 00:00,26-Jan-2018 00:00,3.74598706952686,7868.0
